Review,predicted_sentiment,Rate,tokens,filtered_tokens,lemmas
very good,positive,4,"['very', 'good']",['good'],['good']
slightly disappointed,positive,2,"['slightly', 'disappointed']","['slightly', 'disappointed']","['slightly', 'disappointed']"
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
excellent,positive,5,['excellent'],['excellent'],['excellent']
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
terrific,positive,5,['terrific'],['terrific'],['terrific']
fair,negative,3,['fair'],['fair'],['fair']
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
very poor,negative,1,"['very', 'poor']",['poor'],['poor']
pretty good,positive,4,"['pretty', 'good']","['pretty', 'good']","['pretty', 'good']"
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
terrible product,negative,1,"['terrible', 'product']","['terrible', 'product']","['terrible', 'product']"
delightful,positive,4,['delightful'],['delightful'],['delightful']
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
perfect product!,positive,5,"['perfect', 'product', '!']","['perfect', 'product']","['perfect', 'product']"
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
excellent,positive,5,['excellent'],['excellent'],['excellent']
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
excellent,positive,5,['excellent'],['excellent'],['excellent']
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
awesome,positive,5,['awesome'],['awesome'],['awesome']
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
pretty good,positive,4,"['pretty', 'good']","['pretty', 'good']","['pretty', 'good']"
delightful,neutral,4,['delightful'],['delightful'],['delightful']
nice,negative,3,['nice'],['nice'],['nice']
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
expected a better product,negative,2,"['expected', 'a', 'better', 'product']","['expected', 'better', 'product']","['expected', 'better', 'product']"
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
really nice,positive,4,"['really', 'nice']","['really', 'nice']","['really', 'nice']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
super!,positive,5,"['super', '!']",['super'],['super']
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
wonderful,positive,4,['wonderful'],['wonderful'],['wonderful']
pretty good,positive,4,"['pretty', 'good']","['pretty', 'good']","['pretty', 'good']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
hated it!,negative,1,"['hated', 'it', '!']",['hated'],['hated']
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
pretty good,positive,4,"['pretty', 'good']","['pretty', 'good']","['pretty', 'good']"
fair,positive,3,['fair'],['fair'],['fair']
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
terrible product,negative,1,"['terrible', 'product']","['terrible', 'product']","['terrible', 'product']"
very good,positive,4,"['very', 'good']",['good'],['good']
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
awesome,positive,5,['awesome'],['awesome'],['awesome']
perfect product!,positive,5,"['perfect', 'product', '!']","['perfect', 'product']","['perfect', 'product']"
excellent,positive,5,['excellent'],['excellent'],['excellent']
terrific,positive,5,['terrific'],['terrific'],['terrific']
perfect product!,positive,5,"['perfect', 'product', '!']","['perfect', 'product']","['perfect', 'product']"
just okay,positive,3,"['just', 'okay']",['okay'],['okay']
wonderful,positive,4,['wonderful'],['wonderful'],['wonderful']
super!,positive,5,"['super', '!']",['super'],['super']
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
not recommended at all,neutral,1,"['not', 'recommended', 'at', 'all']",['recommended'],['recommended']
nice product,positive,4,"['nice', 'product']","['nice', 'product']","['nice', 'product']"
awesome,positive,5,['awesome'],['awesome'],['awesome']
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
moderate,neutral,2,['moderate'],['moderate'],['moderate']
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
worthless,negative,1,['worthless'],['worthless'],['worthless']
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
really nice,positive,4,"['really', 'nice']","['really', 'nice']","['really', 'nice']"
nice product,positive,4,"['nice', 'product']","['nice', 'product']","['nice', 'product']"
best in the market!,neutral,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
value-for-money,positive,4,['value-for-money'],[],[]
wonderful,positive,4,['wonderful'],['wonderful'],['wonderful']
really nice,positive,4,"['really', 'nice']","['really', 'nice']","['really', 'nice']"
slightly disappointed,neutral,2,"['slightly', 'disappointed']","['slightly', 'disappointed']","['slightly', 'disappointed']"
excellent,positive,5,['excellent'],['excellent'],['excellent']
bad quality,negative,2,"['bad', 'quality']","['bad', 'quality']","['bad', 'quality']"
pretty good,positive,4,"['pretty', 'good']","['pretty', 'good']","['pretty', 'good']"
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
nice,neutral,3,['nice'],['nice'],['nice']
horrible,neutral,1,['horrible'],['horrible'],['horrible']
wonderful,positive,5,['wonderful'],['wonderful'],['wonderful']
just okay,neutral,3,"['just', 'okay']",['okay'],['okay']
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
nice,negative,3,['nice'],['nice'],['nice']
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
just okay,neutral,3,"['just', 'okay']",['okay'],['okay']
wonderful,positive,4,['wonderful'],['wonderful'],['wonderful']
slightly disappointed,negative,2,"['slightly', 'disappointed']","['slightly', 'disappointed']","['slightly', 'disappointed']"
really nice,positive,4,"['really', 'nice']","['really', 'nice']","['really', 'nice']"
really nice,positive,4,"['really', 'nice']","['really', 'nice']","['really', 'nice']"
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
wonderful,positive,5,['wonderful'],['wonderful'],['wonderful']
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
absolute rubbish!,negative,1,"['absolute', 'rubbish', '!']","['absolute', 'rubbish']","['absolute', 'rubbish']"
don't waste your money,negative,1,"['do', ""n't"", 'waste', 'your', 'money']","['waste', 'money']","['waste', 'money']"
wonderful,negative,5,['wonderful'],['wonderful'],['wonderful']
not recommended at all,negative,1,"['not', 'recommended', 'at', 'all']",['recommended'],['recommended']
nice,positive,3,['nice'],['nice'],['nice']
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
not good,positive,2,"['not', 'good']",['good'],['good']
just okay,positive,3,"['just', 'okay']",['okay'],['okay']
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
super!,positive,5,"['super', '!']",['super'],['super']
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
awesome,positive,5,['awesome'],['awesome'],['awesome']
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
nice product,positive,4,"['nice', 'product']","['nice', 'product']","['nice', 'product']"
excellent,positive,5,['excellent'],['excellent'],['excellent']
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
perfect product!,positive,5,"['perfect', 'product', '!']","['perfect', 'product']","['perfect', 'product']"
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
excellent,positive,5,['excellent'],['excellent'],['excellent']
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
super!,positive,5,"['super', '!']",['super'],['super']
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
good quality product,negative,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
really nice,positive,4,"['really', 'nice']","['really', 'nice']","['really', 'nice']"
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
awesome,positive,5,['awesome'],['awesome'],['awesome']
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
excellent,positive,5,['excellent'],['excellent'],['excellent']
excellent,positive,5,['excellent'],['excellent'],['excellent']
excellent,positive,5,['excellent'],['excellent'],['excellent']
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
awesome,positive,5,['awesome'],['awesome'],['awesome']
super!,positive,5,"['super', '!']",['super'],['super']
terrific,positive,5,['terrific'],['terrific'],['terrific']
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
